id,price
0,4429.7
1,1021.1
2,16803.3
3,6450.1
4,1543.0
5,2225.5
6,2083.4
7,1886.2
8,3254.7
9,14640.0
10,3562.4
11,589.4
12,678.7
13,3988.5
14,1026.4
15,4592.7
16,1739.4
17,4078.2
18,661.6
19,3726.2
20,707.0
21,8460.3
22,878.0
23,11672.0
24,3937.2
25,7397.7
26,5640.7
27,623.4
28,2315.9
29,16315.3
30,722.1
31,4601.4
32,9678.7
33,5950.2
34,1592.8
35,1640.7
36,646.0
37,2379.9
38,16194.8
39,391.1
40,1073.7
41,5919.9
42,2061.0
43,5023.7
44,2011.6
45,1324.1
46,5106.7
47,5625.2
48,3732.2
49,1331.4
50,492.4
51,674.1
52,660.6
53,2947.6
54,5006.2
55,709.7
56,4013.7
57,2318.2
58,2082.9
59,906.5
60,6020.6
61,7597.7
62,1376.3
63,4176.3
64,3946.8
65,6508.7
66,2746.1
67,4098.5
68,789.5
69,686.2
70,5126.3
71,4619.4
72,892.6
73,5050.4
74,2799.2
75,16038.5
76,15733.4
77,13744.5
78,769.9
79,11469.6
80,3700.6
81,6531.1
82,5814.0
83,12324.2
84,6126.4
85,12268.0
86,1924.9
87,8681.1
88,1047.9
89,1899.1
90,13412.3
91,5257.2
92,1744.6
93,704.2
94,2473.2
95,1067.7
96,946.1
97,3138.7
98,997.2
99,9209.5
100,787.4
101,1866.0
102,3279.6
103,845.7
104,6210.7
105,799.4
106,9539.8
107,969.9
108,698.8
109,4435.1
110,3120.6
111,6341.6
112,1420.1
113,598.3
114,4376.1
115,2396.2
116,16358.9
117,1437.6
118,1039.9
119,901.6
120,501.9
121,13639.4
122,448.2
123,3587.3
124,11784.3
125,899.6
126,1224.5
127,2404.5
128,2547.0
129,4316.0
130,1414.2
131,1942.3
132,628.2
133,574.3
134,647.0
135,2731.6
136,510.1
137,1865.7
138,5033.7
139,3280.9
140,484.5
141,8667.4
142,1316.1
143,15422.7
144,4150.3
145,696.5
146,1614.1
147,15696.1
148,11703.8
149,5923.2
150,4332.0
151,9958.6
152,607.4
153,2244.1
154,4178.4
155,4510.4
156,6769.7
157,13932.2
158,2204.1
159,12493.5
160,2612.2
