id,price
0,4972.731671200629
1,946.4801112790258
2,10126.211662845626
3,6327.947722954315
4,1866.8036804458952
5,2797.467821959274
6,2589.1895583308137
7,2880.455075090094
8,4382.469081184965
9,8718.11419774073
10,4095.072525190049
11,-95.17759359294129
12,74.55101686953824
13,3952.822104403209
14,616.5922783413387
15,4300.194633990859
16,2764.8321098696
17,4743.85701876681
18,106.11095208545456
19,4516.235770845558
20,-75.2365491218529
21,7032.380657142334
22,256.5016279265124
23,7171.007028415643
24,4988.85003952805
25,6593.885120367813
26,6095.24228161854
27,165.7745209399168
28,2568.3402118272434
29,11552.804076745184
30,42.96228419025264
31,4837.676334448323
32,6459.461903807078
33,6270.346396095358
34,1932.5613471463782
35,2158.0757464120925
36,568.7766172146241
37,3614.9255799640964
38,10474.411980487565
39,-1021.212407679041
40,709.6855899874063
41,5698.477294460019
42,3453.7816160056695
43,5850.800964770896
44,2511.9864861516617
45,2269.8655534627765
46,5273.607695434952
47,5162.558387154657
48,4110.419566047975
49,1502.639802349839
50,-350.5332751738053
51,80.68956463482053
52,-185.3887755842629
53,3726.721255881454
54,5597.018494807876
55,610.9073158774158
56,4286.3170553688415
57,3198.8790600650445
58,2879.640574159868
59,1211.321647987988
60,6757.343601747855
61,6192.031982960625
62,2072.0419204695045
63,4256.483019793068
64,4030.9994167942277
65,6895.897678361214
66,3408.45097321194
67,3900.9154518611854
68,431.54828178379245
69,104.39580148245025
70,5016.606454698976
71,4353.261929978996
72,882.4185604161235
73,5465.346074898938
74,3321.1842874885806
75,10279.546253517496
76,10314.862312457062
77,9001.816260869156
78,767.1008978465427
79,7911.0824322107765
80,3878.54213837929
81,6020.712701277418
82,6095.793267290865
83,7084.229829200031
84,6496.9024049749705
85,8695.588167464952
86,2834.076843896012
87,7434.9575601701235
88,1493.6065902128921
89,2052.671778232035
90,9575.732252410793
91,5432.540914960578
92,1960.7839227632135
93,898.419156015831
94,3617.783153098595
95,1373.0450933519976
96,912.8056163895346
97,3559.56558434733
98,1159.769070347027
99,8560.456722090741
100,585.8975249396042
101,2422.1556578935474
102,3925.237975378976
103,531.9304253015089
104,6519.905578485449
105,847.7932776153432
106,8015.641212157781
107,1470.7384612244898
108,-538.4370088130895
109,4494.374676294484
110,3675.519107149988
111,5456.460706235453
112,1714.5884220476455
113,112.84891181608603
114,4609.5149999826535
115,3948.624510706287
116,10134.668747118707
117,1662.8751080263467
118,1384.0835223273027
119,577.3172367283069
120,-1250.5360608457684
121,7514.603880085831
122,-813.2647903059751
123,4306.505304187558
124,7828.347347777519
125,1285.7415140864207
126,1618.9032860125676
127,2716.9586970988325
128,3305.3788773830333
129,4236.296153324909
130,2090.8534272090924
131,2770.370586707921
132,-84.58385151250442
133,32.39834883240432
134,-393.2871582079251
135,3575.049243121907
136,-1040.5422837921412
137,2638.4290027945667
138,5147.207928282878
139,3585.8165368434843
140,-815.1947748681732
141,7977.353627484974
142,1554.5804466500958
143,10207.688944328213
144,5157.866675151126
145,343.50710126970426
146,2161.0225882110417
147,8951.149688512434
148,6840.817804422373
149,5252.413398733261
150,4490.528572592315
151,6575.092213925847
152,-78.55292654167144
153,2646.8981740982845
154,4589.316691168733
155,4415.244747835775
156,6101.332909616722
157,8725.180611886695
158,3041.6334792172097
159,8473.308288411892
160,3050.0237001872842
161,4111.597263539272
162,-999.7494326093658
163,5043.981440765212
164,3014.988383716709
165,389.99977454224273
166,241.08082482707235
167,4972.928322231116
168,4701.673991922455
169,9571.039130606796
170,8221.73610113171
171,7394.237591849858
172,2309.2837971957174
173,8159.459410352216
174,96.90298595525385
175,227.15535716441516
176,997.6462928723201
177,5.494368554854908
178,1505.8225958941935
179,5500.06939946788
180,1605.5693314462533
181,2409.4007343695343
182,3130.549568173338
183,505.2926371605268
184,4031.260609797814
185,-132.267762689828
186,4875.0094449093085
187,6316.386231264163
188,6001.643590333018
189,10341.165434685296
190,6907.600816781489
191,3359.290159206777
192,2943.196829688471
193,1026.9915666273748
194,4179.000362692353
195,6984.868673295474
196,3726.0242153606123
197,4874.643698022208
198,2098.0403281669655
199,6961.20707994744
200,521.4167114090158
201,820.4368023074828
202,339.8697895995563
203,5140.996697040872
204,5195.880858785033
205,6455.4296302449575
206,1323.5971250867558
207,2979.500144206764
208,6605.0621732130685
209,4510.15609900834
210,-173.29130416159475
211,5112.738658913273
212,3210.7326652196725
213,1871.8189878107794
214,1893.4165263864472
215,7853.449510610804
216,1660.876544242357
217,5602.030468159141
218,6746.003708693845
219,37.28955094668439
220,2793.2826395965026
221,3177.1678493484
222,5426.236822049159
223,2141.240971004258
224,968.8042400108598
225,-402.41542895584047
226,3533.818081588188
227,5508.543163678988
228,316.4537147613217
229,-405.71747155438464
230,4221.595852682858
231,3987.874196434193
232,6357.093660354736
233,351.890130416505
234,471.34942570051436
235,3051.9105535982053
236,-470.34222071183507
237,2931.063609585236
238,5727.086908844885
239,3253.243176534003
240,-1010.4879782161868
241,3231.012777216072
242,11854.683387715071
243,239.89915184141617
244,859.0428654030643
245,1381.325839013651
246,3062.3173255259435
247,207.78186138352274
248,8353.172759388772
249,-213.8680976594587
250,1478.626816076143
251,1812.3979513382521
252,1942.0112211431979
253,645.6268274647052
254,75.07281843884633
255,-196.19957374809243
256,8202.293989036756
257,503.21954479463426
258,-386.2653173332944
259,8155.449831671203
260,-766.3964994812318
261,6661.647362236505
262,6794.299252647017
263,5489.463549300559
264,2179.2000843702726
265,8043.758102806916
266,4047.8689761450655
267,3310.0643048480197
268,-542.8247872932279
269,1574.4008138836427
270,1373.868430858641
271,5910.972794836687
272,4070.8213046895085
273,1149.8128450110173
274,7529.283476078121
275,-821.8071191950669
276,1833.1433083678155
277,4282.248880330393
278,-239.4201642918476
279,3043.9069957928045
280,1279.4776540798305
281,7805.910044142532
282,3369.7215104370603
283,7463.1106182983285
284,-1046.0152113600004
285,6319.007535899282
286,6709.14998057533
287,2869.6384818553347
288,670.9859610441961
289,1711.6925013626353
290,664.5266320022236
291,5572.545384723448
292,1410.228444861301
293,8345.100074554335
294,-566.1971056588593
295,6882.924236580275
296,3163.071166959526
297,1830.702568540806
298,761.4223652558126
299,3307.2446491855762
300,8306.12175246086
301,2439.132806495862
302,3420.9297700083575
303,4379.9206659440715
304,6417.1760735828775
305,2623.7870791370124
306,552.3337967374059
307,10.976548710716806
308,1002.5365144354787
309,7904.87146032135
310,1924.5312078842917
311,4837.852210934434
312,9703.946726142365
313,1431.5614370778912
314,5236.017662993239
315,5956.125899108605
316,1354.2759530494834
317,7526.875174556644
318,6038.955519158306
319,3739.920726958602
320,2052.0328617804594
321,4140.097286886083
322,750.8674143272617
323,137.43887758576696
324,5.632244677369762
325,4846.994782861239
326,249.2699941311087
327,274.31405887069087
328,4194.619960572078
329,3816.3456377287225
330,9929.336822813904
331,3449.311168208255
332,2843.7898884305337
333,319.4894885075358
334,6856.803048123837
335,3981.9686963544086
336,5543.960483868185
337,-1090.9268663264559
338,104.2807985227544
339,7832.426946499917
340,355.1864890884206
341,-1377.0521952287772
342,1100.8159876740888
343,2528.762957568619
344,604.8380005878942
345,3746.474687885392
346,2716.021949154316
347,4240.156055841093
348,5712.709343699835
349,3135.925174397537
350,-59.90712312931256
351,2162.503993836212
352,5604.388699946994
353,2464.165046336297
354,627.6264163000394
355,8808.294281006163
356,5801.510201043631
357,1023.6004170617814
358,857.0494822356327
359,10237.503893953011
360,3063.5556566593104
361,6426.322259884099
362,2662.3135129819093
363,3865.5140786715183
364,9833.322497906453
365,-402.95261767162464
366,5127.94797053432
367,2056.287493502165
368,3820.1245643374705
369,7080.840432751122
370,6338.388332415099
371,3441.500952441165
372,556.1979249544208
373,3218.821074947949
374,6520.489091657857
375,6798.907345361771
376,3647.2790171586175
377,2497.1148725515964
378,4542.4102295359135
379,5902.289092526315
380,1699.756669808442
381,3349.113046292266
382,1110.4965190802427
383,1960.0134570119224
384,6605.424736218156
385,2754.2020983148736
386,3869.7375178402563
387,7952.067125930545
388,337.8317213498652
389,332.18924736488685
390,2189.8799070306645
391,4122.441122777709
392,1478.2952248153306
393,241.66755608110137
